, Cause, Effect,Label,Topic_Cause,Topic_Effect,5w1h_effect,5w1h_cause,llm_class
642,increased irregular tide and current and wave data (patterns) [318],shrinking tax income [331],non_causal,-1_in_and_to_increased,1_government_in_increase_spending,"{'Who': 'Not mentioned', 'What': 'Shrinking tax income', 'When': 'Not mentioned', 'Where': 'Not mentioned', 'Why': 'Not mentioned', 'How': 'Not mentioned'}","{'Who': 'Not mentioned', 'What': 'Increased irregular tide, current, and wave data patterns', 'When': 'Not mentioned', 'Where': 'Not mentioned', 'Why': 'Not mentioned', 'How': 'Not mentioned'}",non_causal
643,increase in bribery [137],increased motivation for businesses to outsource work [236],non_causal,-1_in_and_to_increased,0_for_of_business_and,"{'Who': 'Businesses', 'What': 'Increased motivation to outsource work', 'When': 'Not mentioned', 'Where': 'Not mentioned', 'Why': 'Not mentioned', 'How': 'Not mentioned'}","{'Who': 'Not mentioned', 'What': 'Increase in bribery', 'When': 'Not mentioned', 'Where': 'Not mentioned', 'Why': 'Not mentioned', 'How': 'Not mentioned'}",non_causal
644,conservative politician elected [104],restrictions to clients to expand their businesses infrastructure [252],non_causal,1_government_in_increase_spending,-1_in_and_to_increased,"{'Who': 'Not mentioned', 'What': 'Restrictions are being placed on clients to allow them to expand their business infrastructure.', 'When': 'Not mentioned', 'Where': 'Not mentioned', 'Why': 'Not mentioned', 'How': 'Not mentioned'}","{'Who': 'A conservative politician', 'What': 'Was elected', 'When': 'Not mentioned', 'Where': 'Not mentioned', 'Why': 'Not mentioned', 'How': 'Not mentioned'}",non_causal
645,protecting infant industries [245],restriction to operate with resources from foreign countries [366],non_causal,1_government_in_increase_spending,-1_in_and_to_increased,"{'Who': 'Not mentioned', 'What': 'Restriction to operate with resources from foreign countries', 'When': 'Not mentioned', 'Where': 'Not mentioned', 'Why': 'Not mentioned', 'How': 'Not mentioned'}","{'Who': 'Not mentioned', 'What': 'Protecting infant industries', 'When': 'Not mentioned', 'Where': 'Not mentioned', 'Why': 'Not mentioned', 'How': 'Not mentioned'}",non_causal
646,decreased cost of doing business [97],market disruptors [168],non_causal,0_for_of_business_and,-1_in_and_to_increased,"{'Who': 'Not mentioned', 'What': 'Market disruption', 'When': 'Not mentioned', 'Where': 'Not mentioned', 'Why': 'Not mentioned', 'How': 'Not mentioned'}","{'Who': 'Not mentioned', 'What': 'Decreased cost of doing business', 'When': 'Not mentioned', 'Where': 'Not mentioned', 'Why': 'Not mentioned', 'How': 'Not mentioned'}",non_causal
647,prolonged economic growth (boom) [225],lower profits for local and multinational businesses [101],non_causal,-1_in_and_to_increased,0_for_of_business_and,"{'Who': 'Local and multinational businesses', 'What': 'Lower profits', 'When': 'Not mentioned', 'Where': 'Not mentioned', 'Why': 'Not mentioned', 'How': 'Not mentioned'}","{'Who': 'Not mentioned', 'What': 'Prolonged economic growth', 'When': 'Not mentioned', 'Where': 'Not mentioned', 'Why': 'Not mentioned', 'How': 'Not mentioned'}",non_causal
648,dumping by foreign firms at prices below cost [257],drastic increase in taxes [194],non_causal,0_for_of_business_and,1_government_in_increase_spending,"{'Who': 'Not mentioned', 'What': 'Drastic increase in taxes', 'When': 'Not mentioned', 'Where': 'Not mentioned', 'Why': 'Not mentioned', 'How': 'Not mentioned'}","{'Who': 'Foreign firms', 'What': 'Dumping goods at prices below cost', 'When': 'Not mentioned', 'Where': 'Not mentioned', 'Why': 'Not mentioned', 'How': 'Not mentioned'}",non_causal
649,increased local protectionism [239],looser capital controls [60],non_causal,1_government_in_increase_spending,-1_in_and_to_increased,"{'Who': 'Not mentioned', 'What': 'Looser capital controls', 'When': 'Not mentioned', 'Where': 'Not mentioned', 'Why': 'Not mentioned', 'How': 'Not mentioned'}","{'Who': 'Not mentioned', 'What': 'Increased local protectionism', 'When': 'Not mentioned', 'Where': 'Not mentioned', 'Why': 'Not mentioned', 'How': 'Not mentioned'}",non_causal
650,decreased government spending [174],temporarily loss of business [314],non_causal,1_government_in_increase_spending,0_for_of_business_and,"{'Who': 'Not mentioned', 'What': 'Temporary loss of business', 'When': 'Not mentioned', 'Where': 'Not mentioned', 'Why': 'Not mentioned', 'How': 'Not mentioned'}","{'Who': 'Government', 'What': 'Decreased spending', 'When': 'Not mentioned', 'Where': 'Not mentioned', 'Why': 'Not mentioned', 'How': 'Not mentioned'}",non_causal
651,over reliance on international trade [259],increased capital controls [193],non_causal,0_for_of_business_and,-1_in_and_to_increased,"{'Who': 'Not mentioned', 'What': 'Increased capital controls', 'When': 'Not mentioned', 'Where': 'Not mentioned', 'Why': 'Not mentioned', 'How': 'Not mentioned'}","{'Who': 'Not mentioned', 'What': 'Over-reliance on international trade', 'When': 'Not mentioned', 'Where': 'Not mentioned', 'Why': 'Not mentioned', 'How': 'Not mentioned'}",non_causal
652,more profits for businesses [224],increase in infrastructure in 3rd world countries [298],non_causal,0_for_of_business_and,1_government_in_increase_spending,"{'Who': 'Not mentioned', 'What': 'Increase in infrastructure', 'When': 'Not mentioned', 'Where': 'Third world countries', 'Why': 'Not mentioned', 'How': 'Not mentioned'}","{'Who': 'Businesses', 'What': 'Generate more profits', 'When': 'Not mentioned', 'Where': 'Not mentioned', 'Why': 'Not mentioned', 'How': 'Not mentioned'}",non_causal
653,decrease in price of commodity [91],reduced tourism [272],non_causal,0_for_of_business_and,-1_in_and_to_increased,"{'Who': 'Not mentioned', 'What': 'Reduced tourism', 'When': 'Not mentioned', 'Where': 'Not mentioned', 'Why': 'Not mentioned', 'How': 'Not mentioned'}","{'Who': 'Not mentioned', 'What': 'Decrease in price of a commodity', 'When': 'Not mentioned', 'Where': 'Not mentioned', 'Why': 'Not mentioned', 'How': 'Not mentioned'}",non_causal
654,lower unemployment rates [180],increased cost of transportation (oil) [219],non_causal,1_government_in_increase_spending,0_for_of_business_and,"{'Who': 'Not mentioned', 'What': 'Increased cost of transportation due to oil prices', 'When': 'Not mentioned', 'Where': 'Not mentioned', 'Why': 'Not mentioned', 'How': 'Not mentioned'}","{'Who': 'Not mentioned', 'What': 'Lower unemployment rates', 'When': 'Not mentioned', 'Where': 'Not mentioned', 'Why': 'Not mentioned', 'How': 'Not mentioned'}",non_causal
655,reduced tourism [272],growing tax revenue [324],non_causal,-1_in_and_to_increased,1_government_in_increase_spending,"{'Who': 'Not mentioned', 'What': 'Growing tax revenue', 'When': 'Not mentioned', 'Where': 'Not mentioned', 'Why': 'Not mentioned', 'How': 'Not mentioned'}","{'Who': 'Not mentioned', 'What': 'Reduced tourism', 'When': 'Not mentioned', 'Where': 'Not mentioned', 'Why': 'Not mentioned', 'How': 'Not mentioned'}",non_causal
656,restrictions to clients to expand their businesses infrastructure [252],increases exposure to potential security threats [170],non_causal,-1_in_and_to_increased,1_government_in_increase_spending,"{'Who': 'Not mentioned', 'What': 'Increases exposure to potential security threats', 'When': 'Not mentioned', 'Where': 'Not mentioned', 'Why': 'Not mentioned', 'How': 'Not mentioned'}","{'Who': 'Not mentioned', 'What': 'Restrictions are being placed on clients to allow them to expand their business infrastructure.', 'When': 'Not mentioned', 'Where': 'Not mentioned', 'Why': 'Not mentioned', 'How': 'Not mentioned'}",non_causal
657,unfavorable uses of data by providers and businesses [213],increase in corruption [136],non_causal,0_for_of_business_and,1_government_in_increase_spending,"{'Who': 'Not mentioned', 'What': 'Increase in corruption', 'When': 'Not mentioned', 'Where': 'Not mentioned', 'Why': 'Not mentioned', 'How': 'Not mentioned'}","{'Who': 'Data providers and businesses', 'What': 'Unfavorable uses of data', 'When': 'Not mentioned', 'Where': 'Not mentioned', 'Why': 'Not mentioned', 'How': 'Not mentioned'}",non_causal
658,increased cost of transportation (oil) [219],weakening economic environment [309],non_causal,0_for_of_business_and,1_government_in_increase_spending,"{'Who': 'Not mentioned', 'What': 'Weakening economic environment', 'When': 'Not mentioned', 'Where': 'Not mentioned', 'Why': 'Not mentioned', 'How': 'Not mentioned'}","{'Who': 'Not mentioned', 'What': 'Increased cost of transportation due to oil prices', 'When': 'Not mentioned', 'Where': 'Not mentioned', 'Why': 'Not mentioned', 'How': 'Not mentioned'}",causal
659,rapid technological change [292],increased capital controls [193],non_causal,-1_in_and_to_increased,-1_in_and_to_increased,"{'Who': 'Not mentioned', 'What': 'Increased capital controls', 'When': 'Not mentioned', 'Where': 'Not mentioned', 'Why': 'Not mentioned', 'How': 'Not mentioned'}","{'Who': 'Not mentioned', 'What': 'Rapid technological change', 'When': 'Not mentioned', 'Where': 'Not mentioned', 'Why': 'Not mentioned', 'How': 'Not mentioned'}",non_causal
660,unfavorable official(political figurehead) or party elected [134],increase in personal identify theft attacks [212],non_causal,1_government_in_increase_spending,-1_in_and_to_increased,"{'Who': 'Individuals', 'What': 'Increase in personal identity theft attacks', 'When': 'Not mentioned', 'Where': 'Not mentioned', 'Why': 'Not mentioned', 'How': 'Not mentioned'}","{'Who': 'Political figureheads and parties', 'What': 'Being perceived as unfavorable by voters', 'When': 'Not mentioned', 'Where': 'Not mentioned', 'Why': 'Not mentioned', 'How': 'Not mentioned'}",non_causal
661,increased business investment and opportunity [179],rising unemployment rates [173],non_causal,0_for_of_business_and,1_government_in_increase_spending,"{'Who': 'Not mentioned', 'What': 'Rising unemployment rates', 'When': 'Not mentioned', 'Where': 'Not mentioned', 'Why': 'Not mentioned', 'How': 'Not mentioned'}","{'Who': 'Not mentioned', 'What': 'Increased business investment and opportunity', 'When': 'Not mentioned', 'Where': 'Not mentioned', 'Why': 'Not mentioned', 'How': 'Not mentioned'}",non_causal
662,fair allocation of government budget [68],increase in price of commodity [214],non_causal,1_government_in_increase_spending,0_for_of_business_and,"{'Who': 'Not mentioned', 'What': 'Increase in price of a commodity', 'When': 'Not mentioned', 'Where': 'Not mentioned', 'Why': 'Not mentioned', 'How': 'Not mentioned'}","{'Who': 'Not mentioned', 'What': 'Discussion on fair allocation of government budget', 'When': 'Not mentioned', 'Where': 'Not mentioned', 'Why': 'Not mentioned', 'How': 'Not mentioned'}",non_causal
663,decreased business productivity [270],business or supplier disruption [306],non_causal,0_for_of_business_and,-1_in_and_to_increased,"{'Who': 'Not mentioned', 'What': 'Business or supplier disruption', 'When': 'Not mentioned', 'Where': 'Not mentioned', 'Why': 'Not mentioned', 'How': 'Not mentioned'}","{'Who': 'Not mentioned', 'What': 'Decreased business productivity', 'When': 'Not mentioned', 'Where': 'Not mentioned', 'Why': 'Not mentioned', 'How': 'Not mentioned'}",causal
664,increased interest rate [329],increased local protectionism [239],non_causal,1_government_in_increase_spending,1_government_in_increase_spending,"{'Who': 'Not mentioned', 'What': 'Increased local protectionism', 'When': 'Not mentioned', 'Where': 'Not mentioned', 'Why': 'Not mentioned', 'How': 'Not mentioned'}","{'Who': 'Not mentioned', 'What': 'Increased interest rate', 'When': 'Not mentioned', 'Where': 'Not mentioned', 'Why': 'Not mentioned', 'How': 'Not mentioned'}",non_causal
665,able to analyze market and consumers better [83],conservative politician elected [104],non_causal,-1_in_and_to_increased,1_government_in_increase_spending,"{'Who': 'A conservative politician', 'What': 'Was elected', 'When': 'Not mentioned', 'Where': 'Not mentioned', 'Why': 'Not mentioned', 'How': 'Not mentioned'}","{'Who': 'Not mentioned', 'What': 'Analyze market and consumers better', 'When': 'Not mentioned', 'Where': 'Not mentioned', 'Why': 'Not mentioned', 'How': 'Not mentioned'}",non_causal
666,increase in tourism [371],increased irregular geological data [315],non_causal,-1_in_and_to_increased,-1_in_and_to_increased,"{'Who': 'Not mentioned', 'What': 'Increased irregular geological data', 'When': 'Not mentioned', 'Where': 'Not mentioned', 'Why': 'Not mentioned', 'How': 'Not mentioned'}","{'Who': 'Not mentioned', 'What': 'Increase in tourism', 'When': 'Not mentioned', 'Where': 'Not mentioned', 'Why': 'Not mentioned', 'How': 'Not mentioned'}",non_causal
667,decreasing government and political stability [131],increasing size of IT market [301],non_causal,1_government_in_increase_spending,0_for_of_business_and,"{'Who': 'Not mentioned', 'What': 'Increasing size of the IT market', 'When': 'Not mentioned', 'Where': 'Not mentioned', 'Why': 'Not mentioned', 'How': 'Not mentioned'}","{'Who': 'Not mentioned', 'What': 'Decreasing government and political stability', 'When': 'Not mentioned', 'Where': 'Not mentioned', 'Why': 'Not mentioned', 'How': 'Not mentioned'}",non_causal
668,lack of business investment and opportunities [172],untapped market for data providers to enter [80],non_causal,0_for_of_business_and,0_for_of_business_and,"{'Who': 'Data providers', 'What': 'Untapped market opportunity', 'When': 'Not mentioned', 'Where': 'Not mentioned', 'Why': 'Not mentioned', 'How': 'Not mentioned'}","{'Who': 'Not mentioned', 'What': 'Lack of business investment and opportunities', 'When': 'Not mentioned', 'Where': 'Not mentioned', 'Why': 'Not mentioned', 'How': 'Not mentioned'}",non_causal
669,request positive balance of trade [368],dumping by foreign firms at prices below cost [257],non_causal,0_for_of_business_and,0_for_of_business_and,"{'Who': 'Foreign firms', 'What': 'Dumping goods at prices below cost', 'When': 'Not mentioned', 'Where': 'Not mentioned', 'Why': 'Not mentioned', 'How': 'Not mentioned'}","{'Who': 'Not mentioned', 'What': 'Request for a positive balance of trade', 'When': 'Not mentioned', 'Where': 'Not mentioned', 'Why': 'Not mentioned', 'How': 'Not mentioned'}",non_causal
670,increasing number of multinational players [300],lack of respect for authority [196],non_causal,0_for_of_business_and,1_government_in_increase_spending,"{'Who': 'Not mentioned', 'What': 'Lack of respect for authority', 'When': 'Not mentioned', 'Where': 'Not mentioned', 'Why': 'Not mentioned', 'How': 'Not mentioned'}","{'Who': 'Multinational players', 'What': 'Increasing presence in a market or industry', 'When': 'Not mentioned', 'Where': 'Not mentioned', 'Why': 'Not mentioned', 'How': 'Not mentioned'}",non_causal
671,increased dependency on devices (e.g. IoT) [18],decreasing debt levels [107],non_causal,-1_in_and_to_increased,1_government_in_increase_spending,"{'Who': 'Not mentioned', 'What': 'Decreasing debt levels', 'When': 'Not mentioned', 'Where': 'Not mentioned', 'Why': 'Not mentioned', 'How': 'Not mentioned'}","{'Who': 'Not mentioned', 'What': 'Increased dependency on devices like IoT', 'When': 'Not mentioned', 'Where': 'Not mentioned', 'Why': 'Not mentioned', 'How': 'Not mentioned'}",non_causal
672,increases exposure to potential security threats [170],reduction in business investment [138],non_causal,1_government_in_increase_spending,0_for_of_business_and,"{'Who': 'Businesses', 'What': 'Reduction in business investment', 'When': 'Not mentioned', 'Where': 'Not mentioned', 'Why': 'Not mentioned', 'How': 'Not mentioned'}","{'Who': 'Not mentioned', 'What': 'Increases exposure to potential security threats', 'When': 'Not mentioned', 'Where': 'Not mentioned', 'Why': 'Not mentioned', 'How': 'Not mentioned'}",non_causal
673,protecting infant industries [245],disruptive technologies [152],non_causal,1_government_in_increase_spending,-1_in_and_to_increased,"{'Who': 'Not mentioned', 'What': 'Disruptive technologies are discussed.', 'When': 'Not mentioned', 'Where': 'Not mentioned', 'Why': 'Not mentioned', 'How': 'Not mentioned'}","{'Who': 'Not mentioned', 'What': 'Protecting infant industries', 'When': 'Not mentioned', 'Where': 'Not mentioned', 'Why': 'Not mentioned', 'How': 'Not mentioned'}",non_causal
674,excessive use of government forces for domestic control [326],conservative politician elected [104],non_causal,1_government_in_increase_spending,1_government_in_increase_spending,"{'Who': 'A conservative politician', 'What': 'Was elected', 'When': 'Not mentioned', 'Where': 'Not mentioned', 'Why': 'Not mentioned', 'How': 'Not mentioned'}","{'Who': 'Government forces', 'What': 'Excessive use for domestic control', 'When': 'Not mentioned', 'Where': 'Not mentioned', 'Why': 'Not mentioned', 'How': 'Not mentioned'}",non_causal
675,increase in unemployment [403],easy to repatriate cash [62],non_causal,1_government_in_increase_spending,-1_in_and_to_increased,"{'Who': 'Not mentioned', 'What': 'Repatriating cash is easy', 'When': 'Not mentioned', 'Where': 'Not mentioned', 'Why': 'Not mentioned', 'How': 'Not mentioned'}","{'Who': 'Not mentioned', 'What': 'Increase in unemployment', 'When': 'Not mentioned', 'Where': 'Not mentioned', 'Why': 'Not mentioned', 'How': 'Not mentioned'}",non_causal
676,increased cyber attacks [210],weakening economic environment [309],non_causal,-1_in_and_to_increased,1_government_in_increase_spending,"{'Who': 'Not mentioned', 'What': 'Weakening economic environment', 'When': 'Not mentioned', 'Where': 'Not mentioned', 'Why': 'Not mentioned', 'How': 'Not mentioned'}","{'Who': 'Not mentioned', 'What': 'Increased cyber attacks', 'When': 'Not mentioned', 'Where': 'Not mentioned', 'Why': 'Not mentioned', 'How': 'Not mentioned'}",non_causal
677,clients and potential clients need help to comply with privacy [201],strict environmental regulation [250],non_causal,0_for_of_business_and,-1_in_and_to_increased,"{'Who': 'Not mentioned', 'What': 'Strict environmental regulation', 'When': 'Not mentioned', 'Where': 'Not mentioned', 'Why': 'Not mentioned', 'How': 'Not mentioned'}","{'Who': 'Clients and potential clients', 'What': 'Need help to comply with privacy regulations', 'When': 'Not mentioned', 'Where': 'Not mentioned', 'Why': 'Not mentioned', 'How': 'Not mentioned'}",non_causal
678,potential innovation for substitute or less expensive product [222],increased business investment and opportunity [179],non_causal,0_for_of_business_and,0_for_of_business_and,"{'Who': 'Not mentioned', 'What': 'Increased business investment and opportunity', 'When': 'Not mentioned', 'Where': 'Not mentioned', 'Why': 'Not mentioned', 'How': 'Not mentioned'}","{'Who': 'Not mentioned', 'What': 'Potential innovation for a substitute or less expensive product', 'When': 'Not mentioned', 'Where': 'Not mentioned', 'Why': 'Not mentioned', 'How': 'Not mentioned'}",non_causal
679,decreased investment by businesses [178],decrease in corruption [59],non_causal,0_for_of_business_and,1_government_in_increase_spending,"{'Who': 'Not mentioned', 'What': 'Decrease in corruption', 'When': 'Not mentioned', 'Where': 'Not mentioned', 'Why': 'Not mentioned', 'How': 'Not mentioned'}","{'Who': 'Businesses', 'What': 'Decreased investment', 'When': 'Not mentioned', 'Where': 'Not mentioned', 'Why': 'Not mentioned', 'How': 'Not mentioned'}",non_causal
680,business or supplier disruption [306],increased demand for commodity [215],non_causal,-1_in_and_to_increased,0_for_of_business_and,"{'Who': 'Not mentioned', 'What': 'Increased demand for a commodity', 'When': 'Not mentioned', 'Where': 'Not mentioned', 'Why': 'Not mentioned', 'How': 'Not mentioned'}","{'Who': 'Not mentioned', 'What': 'Business or supplier disruption', 'When': 'Not mentioned', 'Where': 'Not mentioned', 'Why': 'Not mentioned', 'How': 'Not mentioned'}",non_causal
681,decreased investor and consumer confidence [198],increased irregular tide and current and wave data (patterns) [318],non_causal,-1_in_and_to_increased,-1_in_and_to_increased,"{'Who': 'Not mentioned', 'What': 'Increased irregular tide, current, and wave data patterns', 'When': 'Not mentioned', 'Where': 'Not mentioned', 'Why': 'Not mentioned', 'How': 'Not mentioned'}","{'Who': 'Investors and consumers', 'What': 'Decreased confidence', 'When': 'Not mentioned', 'Where': 'Not mentioned', 'Why': 'Not mentioned', 'How': 'Not mentioned'}",non_causal
682,increase in tourism [371],regulators agreement to reduce the production quota [216],non_causal,-1_in_and_to_increased,-1_in_and_to_increased,"{'Who': 'Regulators', 'What': 'Agreement to reduce production quota', 'When': 'Not mentioned', 'Where': 'Not mentioned', 'Why': 'Not mentioned', 'How': 'Not mentioned'}","{'Who': 'Not mentioned', 'What': 'Increase in tourism', 'When': 'Not mentioned', 'Where': 'Not mentioned', 'Why': 'Not mentioned', 'How': 'Not mentioned'}",non_causal
683,increasing number of IT players [299],reduced demand for commodity [92],non_causal,0_for_of_business_and,0_for_of_business_and,"{'Who': 'Not mentioned', 'What': 'Reduced demand for a commodity', 'When': 'Not mentioned', 'Where': 'Not mentioned', 'Why': 'Not mentioned', 'How': 'Not mentioned'}","{'Who': 'IT players', 'What': 'Increasing in number', 'When': 'Not mentioned', 'Where': 'Not mentioned', 'Why': 'Not mentioned', 'How': 'Not mentioned'}",non_causal
684,radical political party or official elected [195],increase in possibility of FCPA violation [189],non_causal,1_government_in_increase_spending,-1_in_and_to_increased,"{'Who': 'Not mentioned', 'What': 'Increase in possibility of FCPA violation', 'When': 'Not mentioned', 'Where': 'Not mentioned', 'Why': 'Not mentioned', 'How': 'Not mentioned'}","{'Who': 'Not mentioned', 'What': 'Not mentioned', 'When': 'Not mentioned', 'Where': 'Not mentioned', 'Why': 'Not mentioned', 'How': 'Not mentioned'}",non_causal
685,increased programs in support of international trade [127],increased competition [166],non_causal,0_for_of_business_and,0_for_of_business_and,"{'Who': 'Not mentioned', 'What': 'Increased competition', 'When': 'Not mentioned', 'Where': 'Not mentioned', 'Why': 'Not mentioned', 'How': 'Not mentioned'}","{'Who': 'Not mentioned', 'What': 'Increased programs in support of international trade', 'When': 'Not mentioned', 'Where': 'Not mentioned', 'Why': 'Not mentioned', 'How': 'Not mentioned'}",causal
686,unfair justice system [132],untapped market for data providers to enter [80],non_causal,1_government_in_increase_spending,0_for_of_business_and,"{'Who': 'Data providers', 'What': 'Untapped market opportunity', 'When': 'Not mentioned', 'Where': 'Not mentioned', 'Why': 'Not mentioned', 'How': 'Not mentioned'}","{'Who': 'Not mentioned', 'What': 'Discussion about an unfair justice system', 'When': 'Not mentioned', 'Where': 'Not mentioned', 'Why': 'Not mentioned', 'How': 'Not mentioned'}",non_causal
687,looser capital controls [60],radical political party or official elected [195],non_causal,-1_in_and_to_increased,1_government_in_increase_spending,"{'Who': 'Not mentioned', 'What': 'Not mentioned', 'When': 'Not mentioned', 'Where': 'Not mentioned', 'Why': 'Not mentioned', 'How': 'Not mentioned'}","{'Who': 'Not mentioned', 'What': 'Looser capital controls', 'When': 'Not mentioned', 'Where': 'Not mentioned', 'Why': 'Not mentioned', 'How': 'Not mentioned'}",non_causal
688,increased interest rate [329],broadband Internet becoming more widely available [154],non_causal,1_government_in_increase_spending,0_for_of_business_and,"{'Who': 'Not mentioned', 'What': 'Broadband internet is becoming more widely available.', 'When': 'Not mentioned', 'Where': 'Not mentioned', 'Why': 'Not mentioned', 'How': 'Not mentioned'}","{'Who': 'Not mentioned', 'What': 'Increased interest rate', 'When': 'Not mentioned', 'Where': 'Not mentioned', 'Why': 'Not mentioned', 'How': 'Not mentioned'}",non_causal
689,market disruptors [168],decreased government spending [174],non_causal,-1_in_and_to_increased,1_government_in_increase_spending,"{'Who': 'Government', 'What': 'Decreased spending', 'When': 'Not mentioned', 'Where': 'Not mentioned', 'Why': 'Not mentioned', 'How': 'Not mentioned'}","{'Who': 'Not mentioned', 'What': 'Market disruption', 'When': 'Not mentioned', 'Where': 'Not mentioned', 'Why': 'Not mentioned', 'How': 'Not mentioned'}",non_causal
690,decreased business productivity [270],able to analyze market and consumers better [83],non_causal,0_for_of_business_and,-1_in_and_to_increased,"{'Who': 'Not mentioned', 'What': 'Analyze market and consumers better', 'When': 'Not mentioned', 'Where': 'Not mentioned', 'Why': 'Not mentioned', 'How': 'Not mentioned'}","{'Who': 'Not mentioned', 'What': 'Decreased business productivity', 'When': 'Not mentioned', 'Where': 'Not mentioned', 'Why': 'Not mentioned', 'How': 'Not mentioned'}",non_causal
691,self sufficiency to protect from being too exposed (global recession) [261],domestic firms have comparative advantage [246],non_causal,-1_in_and_to_increased,-1_in_and_to_increased,"{'Who': 'Domestic firms', 'What': 'Have a comparative advantage', 'When': 'Not mentioned', 'Where': 'Not mentioned', 'Why': 'Not mentioned', 'How': 'Not mentioned'}","{'Who': 'Not mentioned', 'What': 'Achieving self-sufficiency as a protective measure against global recession.', 'When': 'Not mentioned', 'Where': 'Not mentioned', 'Why': 'To protect from being too exposed to a global recession.', 'How': 'Not mentioned'}",non_causal
692,more profits for businesses [224],decreased investment by businesses [178],non_causal,0_for_of_business_and,0_for_of_business_and,"{'Who': 'Businesses', 'What': 'Decreased investment', 'When': 'Not mentioned', 'Where': 'Not mentioned', 'Why': 'Not mentioned', 'How': 'Not mentioned'}","{'Who': 'Businesses', 'What': 'Generate more profits', 'When': 'Not mentioned', 'Where': 'Not mentioned', 'Why': 'Not mentioned', 'How': 'Not mentioned'}",non_causal
693,increasing budget deficit [328],request positive balance of trade [368],non_causal,1_government_in_increase_spending,0_for_of_business_and,"{'Who': 'Not mentioned', 'What': 'Request for a positive balance of trade', 'When': 'Not mentioned', 'Where': 'Not mentioned', 'Why': 'Not mentioned', 'How': 'Not mentioned'}","{'Who': 'Not mentioned', 'What': 'Increasing budget deficit', 'When': 'Not mentioned', 'Where': 'Not mentioned', 'Why': 'Not mentioned', 'How': 'Not mentioned'}",non_causal
694,increased revenue for businesses [113],decreasing government and political stability [131],non_causal,0_for_of_business_and,1_government_in_increase_spending,"{'Who': 'Not mentioned', 'What': 'Decreasing government and political stability', 'When': 'Not mentioned', 'Where': 'Not mentioned', 'Why': 'Not mentioned', 'How': 'Not mentioned'}","{'Who': 'Businesses', 'What': 'Increased revenue', 'When': 'Not mentioned', 'Where': 'Not mentioned', 'Why': 'Not mentioned', 'How': 'Not mentioned'}",non_causal
695,increase cost of burden on multinational data providers [200],reduced risk of net exposed position and local currency deals [343],non_causal,0_for_of_business_and,0_for_of_business_and,"{'Who': 'Not mentioned', 'What': 'Reduced risk of net exposed position and local currency deals', 'When': 'Not mentioned', 'Where': 'Not mentioned', 'Why': 'Not mentioned', 'How': 'Not mentioned'}","{'Who': 'Multinational data providers', 'What': 'Increase in cost of burden', 'When': 'Not mentioned', 'Where': 'Not mentioned', 'Why': 'Not mentioned', 'How': 'Not mentioned'}",non_causal
696,regulators agreement to reduce the production quota [216],natural disasters [305],non_causal,-1_in_and_to_increased,-1_in_and_to_increased,"{'Who': 'Not mentioned', 'What': 'Natural disasters occur', 'When': 'Not mentioned', 'Where': 'Not mentioned', 'Why': 'Not mentioned', 'How': 'Not mentioned'}","{'Who': 'Regulators', 'What': 'Agreement to reduce production quota', 'When': 'Not mentioned', 'Where': 'Not mentioned', 'Why': 'Not mentioned', 'How': 'Not mentioned'}",non_causal
697,increasing number of multinational players [300],restriction to operate with resources from foreign countries [366],non_causal,0_for_of_business_and,-1_in_and_to_increased,"{'Who': 'Not mentioned', 'What': 'Restriction to operate with resources from foreign countries', 'When': 'Not mentioned', 'Where': 'Not mentioned', 'Why': 'Not mentioned', 'How': 'Not mentioned'}","{'Who': 'Multinational players', 'What': 'Increasing presence in a market or industry', 'When': 'Not mentioned', 'Where': 'Not mentioned', 'Why': 'Not mentioned', 'How': 'Not mentioned'}",non_causal
698,increase in personal identify theft attacks [212],"increased speed efficiency, and lower cost [11]",non_causal,-1_in_and_to_increased,-1_in_and_to_increased,"{'Who': 'Not mentioned', 'What': 'Increased speed efficiency and lowered cost', 'When': 'Not mentioned', 'Where': 'Not mentioned', 'Why': 'Not mentioned', 'How': 'Not mentioned'}","{'Who': 'Individuals', 'What': 'Increase in personal identity theft attacks', 'When': 'Not mentioned', 'Where': 'Not mentioned', 'Why': 'Not mentioned', 'How': 'Not mentioned'}",non_causal
699,increase in investment by businesses [187],increased irregular geological data [315],non_causal,0_for_of_business_and,-1_in_and_to_increased,"{'Who': 'Not mentioned', 'What': 'Increased irregular geological data', 'When': 'Not mentioned', 'Where': 'Not mentioned', 'Why': 'Not mentioned', 'How': 'Not mentioned'}","{'Who': 'Businesses', 'What': 'Increase in investment', 'When': 'Not mentioned', 'Where': 'Not mentioned', 'Why': 'Not mentioned', 'How': 'Not mentioned'}",non_causal
700,restrictions to clients to expand their businesses infrastructure [252],uneven distribution of wealth [197],non_causal,-1_in_and_to_increased,0_for_of_business_and,"{'Who': 'Not mentioned', 'What': 'Uneven distribution of wealth', 'When': 'Not mentioned', 'Where': 'Not mentioned', 'Why': 'Not mentioned', 'How': 'Not mentioned'}","{'Who': 'Not mentioned', 'What': 'Restrictions are being placed on clients to allow them to expand their business infrastructure.', 'When': 'Not mentioned', 'Where': 'Not mentioned', 'Why': 'Not mentioned', 'How': 'Not mentioned'}",non_causal
